year,month,date,carrier,carrier_name,type,n_flights
2003,6,2003-06,AA,American Airlines Inc.,On Time,502
2003,6,2003-06,AA,American Airlines Inc.,Delayed,115
2003,6,2003-06,AS,Alaska Airlines Inc.,On Time,313
2003,6,2003-06,AS,Alaska Airlines Inc.,Delayed,60
2003,6,2003-06,B6,JetBlue Airways,On Time,5
2003,6,2003-06,B6,JetBlue Airways,Delayed,0
2003,6,2003-06,CO,Continental Air Lines Inc.,On Time,204
2003,6,2003-06,CO,Continental Air Lines Inc.,Delayed,52
2003,6,2003-06,DL,Delta Air Lines Inc.,On Time,327
2003,6,2003-06,DL,Delta Air Lines Inc.,Delayed,119
2003,6,2003-06,HP,America West Airlines Inc.,On Time,322
2003,6,2003-06,HP,America West Airlines Inc.,Delayed,38
2003,6,2003-06,MQ,American Eagle Airlines Inc.,On Time,695
2003,6,2003-06,MQ,American Eagle Airlines Inc.,Delayed,107
2003,6,2003-06,NW,Northwest Airlines Inc.,On Time,157
2003,6,2003-06,NW,Northwest Airlines Inc.,Delayed,53
2003,6,2003-06,OO,SkyWest Airlines Inc.,On Time,598
2003,6,2003-06,OO,SkyWest Airlines Inc.,Delayed,27
2003,6,2003-06,UA,United Air Lines Inc.,On Time,554
2003,6,2003-06,UA,United Air Lines Inc.,Delayed,104
2003,6,2003-06,US,US Airways Inc.,On Time,113
2003,6,2003-06,US,US Airways Inc.,Delayed,79
2003,6,2003-06,WN,Southwest Airlines Co.,On Time,2009
2003,6,2003-06,WN,Southwest Airlines Co.,Delayed,298
2003,7,2003-07,AA,American Airlines Inc.,On Time,523
2003,7,2003-07,AA,American Airlines Inc.,Delayed,113
2003,7,2003-07,AS,Alaska Airlines Inc.,On Time,304
2003,7,2003-07,AS,Alaska Airlines Inc.,Delayed,91
2003,7,2003-07,B6,JetBlue Airways,On Time,43
2003,7,2003-07,B6,JetBlue Airways,Delayed,6
2003,7,2003-07,CO,Continental Air Lines Inc.,On Time,222
2003,7,2003-07,CO,Continental Air Lines Inc.,Delayed,51
2003,7,2003-07,DL,Delta Air Lines Inc.,On Time,384
2003,7,2003-07,DL,Delta Air Lines Inc.,Delayed,62
2003,7,2003-07,HP,America West Airlines Inc.,On Time,315
2003,7,2003-07,HP,America West Airlines Inc.,Delayed,57
2003,7,2003-07,MQ,American Eagle Airlines Inc.,On Time,751
2003,7,2003-07,MQ,American Eagle Airlines Inc.,Delayed,104
2003,7,2003-07,NW,Northwest Airlines Inc.,On Time,178
2003,7,2003-07,NW,Northwest Airlines Inc.,Delayed,39
2003,7,2003-07,OO,SkyWest Airlines Inc.,On Time,579
2003,7,2003-07,OO,SkyWest Airlines Inc.,Delayed,53
2003,7,2003-07,UA,United Air Lines Inc.,On Time,576
2003,7,2003-07,UA,United Air Lines Inc.,Delayed,120
2003,7,2003-07,US,US Airways Inc.,On Time,133
2003,7,2003-07,US,US Airways Inc.,Delayed,78
2003,7,2003-07,WN,Southwest Airlines Co.,On Time,2014
2003,7,2003-07,WN,Southwest Airlines Co.,Delayed,381
2003,8,2003-08,AA,American Airlines Inc.,On Time,518
2003,8,2003-08,AA,American Airlines Inc.,Delayed,119
2003,8,2003-08,AS,Alaska Airlines Inc.,On Time,293
2003,8,2003-08,AS,Alaska Airlines Inc.,Delayed,99
2003,8,2003-08,B6,JetBlue Airways,On Time,51
2003,8,2003-08,B6,JetBlue Airways,Delayed,11
2003,8,2003-08,CO,Continental Air Lines Inc.,On Time,223
2003,8,2003-08,CO,Continental Air Lines Inc.,Delayed,45
2003,8,2003-08,DL,Delta Air Lines Inc.,On Time,379
2003,8,2003-08,DL,Delta Air Lines Inc.,Delayed,81
2003,8,2003-08,HP,America West Airlines Inc.,On Time,310
2003,8,2003-08,HP,America West Airlines Inc.,Delayed,62
2003,8,2003-08,MQ,American Eagle Airlines Inc.,On Time,793
2003,8,2003-08,MQ,American Eagle Airlines Inc.,Delayed,63
2003,8,2003-08,NW,Northwest Airlines Inc.,On Time,179
2003,8,2003-08,NW,Northwest Airlines Inc.,Delayed,38
2003,8,2003-08,OO,SkyWest Airlines Inc.,On Time,597
2003,8,2003-08,OO,SkyWest Airlines Inc.,Delayed,33
2003,8,2003-08,UA,United Air Lines Inc.,On Time,573
2003,8,2003-08,UA,United Air Lines Inc.,Delayed,118
2003,8,2003-08,US,US Airways Inc.,On Time,145
2003,8,2003-08,US,US Airways Inc.,Delayed,66
2003,8,2003-08,WN,Southwest Airlines Co.,On Time,2076
2003,8,2003-08,WN,Southwest Airlines Co.,Delayed,327
2003,9,2003-09,AA,American Airlines Inc.,On Time,559
2003,9,2003-09,AA,American Airlines Inc.,Delayed,51
2003,9,2003-09,AS,Alaska Airlines Inc.,On Time,325
2003,9,2003-09,AS,Alaska Airlines Inc.,Delayed,29
2003,9,2003-09,B6,JetBlue Airways,On Time,82
2003,9,2003-09,B6,JetBlue Airways,Delayed,6
2003,9,2003-09,CO,Continental Air Lines Inc.,On Time,196
2003,9,2003-09,CO,Continental Air Lines Inc.,Delayed,33
2003,9,2003-09,DL,Delta Air Lines Inc.,On Time,376
2003,9,2003-09,DL,Delta Air Lines Inc.,Delayed,69
2003,9,2003-09,HP,America West Airlines Inc.,On Time,284
2003,9,2003-09,HP,America West Airlines Inc.,Delayed,46
2003,9,2003-09,MQ,American Eagle Airlines Inc.,On Time,828
2003,9,2003-09,MQ,American Eagle Airlines Inc.,Delayed,50
2003,9,2003-09,NW,Northwest Airlines Inc.,On Time,156
2003,9,2003-09,NW,Northwest Airlines Inc.,Delayed,25
2003,9,2003-09,OO,SkyWest Airlines Inc.,On Time,588
2003,9,2003-09,OO,SkyWest Airlines Inc.,Delayed,31
2003,9,2003-09,UA,United Air Lines Inc.,On Time,579
2003,9,2003-09,UA,United Air Lines Inc.,Delayed,43
2003,9,2003-09,US,US Airways Inc.,On Time,152
2003,9,2003-09,US,US Airways Inc.,Delayed,23
2003,9,2003-09,WN,Southwest Airlines Co.,On Time,2179
2003,9,2003-09,WN,Southwest Airlines Co.,Delayed,178
2003,10,2003-10,AA,American Airlines Inc.,On Time,603
2003,10,2003-10,AA,American Airlines Inc.,Delayed,59
2003,10,2003-10,AS,Alaska Airlines Inc.,On Time,289
2003,10,2003-10,AS,Alaska Airlines Inc.,Delayed,64
2003,10,2003-10,B6,JetBlue Airways,On Time,92
2003,10,2003-10,B6,JetBlue Airways,Delayed,1
2003,10,2003-10,CO,Continental Air Lines Inc.,On Time,215
2003,10,2003-10,CO,Continental Air Lines Inc.,Delayed,20
2003,10,2003-10,DL,Delta Air Lines Inc.,On Time,401
2003,10,2003-10,DL,Delta Air Lines Inc.,Delayed,58
2003,10,2003-10,HP,America West Airlines Inc.,On Time,292
2003,10,2003-10,HP,America West Airlines Inc.,Delayed,45
2003,10,2003-10,MQ,American Eagle Airlines Inc.,On Time,841
2003,10,2003-10,MQ,American Eagle Airlines Inc.,Delayed,104
2003,10,2003-10,NW,Northwest Airlines Inc.,On Time,152
2003,10,2003-10,NW,Northwest Airlines Inc.,Delayed,34
2003,10,2003-10,OO,SkyWest Airlines Inc.,On Time,568
2003,10,2003-10,OO,SkyWest Airlines Inc.,Delayed,72
2003,10,2003-10,UA,United Air Lines Inc.,On Time,534
2003,10,2003-10,UA,United Air Lines Inc.,Delayed,105
2003,10,2003-10,US,US Airways Inc.,On Time,153
2003,10,2003-10,US,US Airways Inc.,Delayed,22
2003,10,2003-10,WN,Southwest Airlines Co.,On Time,2174
2003,10,2003-10,WN,Southwest Airlines Co.,Delayed,308
2003,11,2003-11,AA,American Airlines Inc.,On Time,421
2003,11,2003-11,AA,American Airlines Inc.,Delayed,163
2003,11,2003-11,AS,Alaska Airlines Inc.,On Time,261
2003,11,2003-11,AS,Alaska Airlines Inc.,Delayed,51
2003,11,2003-11,B6,JetBlue Airways,On Time,68
2003,11,2003-11,B6,JetBlue Airways,Delayed,21
2003,11,2003-11,CO,Continental Air Lines Inc.,On Time,171
2003,11,2003-11,CO,Continental Air Lines Inc.,Delayed,55
2003,11,2003-11,DL,Delta Air Lines Inc.,On Time,332
2003,11,2003-11,DL,Delta Air Lines Inc.,Delayed,114
2003,11,2003-11,HA,Hawaiian Airlines Inc.,On Time,27
2003,11,2003-11,HA,Hawaiian Airlines Inc.,Delayed,3
2003,11,2003-11,HP,America West Airlines Inc.,On Time,261
2003,11,2003-11,HP,America West Airlines Inc.,Delayed,60
2003,11,2003-11,MQ,American Eagle Airlines Inc.,On Time,785
2003,11,2003-11,MQ,American Eagle Airlines Inc.,Delayed,66
2003,11,2003-11,NW,Northwest Airlines Inc.,On Time,80
2003,11,2003-11,NW,Northwest Airlines Inc.,Delayed,98
2003,11,2003-11,OO,SkyWest Airlines Inc.,On Time,580
2003,11,2003-11,OO,SkyWest Airlines Inc.,Delayed,40
2003,11,2003-11,UA,United Air Lines Inc.,On Time,435
2003,11,2003-11,UA,United Air Lines Inc.,Delayed,184
2003,11,2003-11,US,US Airways Inc.,On Time,124
2003,11,2003-11,US,US Airways Inc.,Delayed,38
2003,11,2003-11,WN,Southwest Airlines Co.,On Time,1959
2003,11,2003-11,WN,Southwest Airlines Co.,Delayed,388
2003,12,2003-12,AA,American Airlines Inc.,On Time,411
2003,12,2003-12,AA,American Airlines Inc.,Delayed,199
2003,12,2003-12,AS,Alaska Airlines Inc.,On Time,258
2003,12,2003-12,AS,Alaska Airlines Inc.,Delayed,74
2003,12,2003-12,B6,JetBlue Airways,On Time,84
2003,12,2003-12,B6,JetBlue Airways,Delayed,9
2003,12,2003-12,CO,Continental Air Lines Inc.,On Time,185
2003,12,2003-12,CO,Continental Air Lines Inc.,Delayed,54
2003,12,2003-12,DL,Delta Air Lines Inc.,On Time,364
2003,12,2003-12,DL,Delta Air Lines Inc.,Delayed,91
2003,12,2003-12,HA,Hawaiian Airlines Inc.,On Time,8
2003,12,2003-12,HA,Hawaiian Airlines Inc.,Delayed,23
2003,12,2003-12,HP,America West Airlines Inc.,On Time,263
2003,12,2003-12,HP,America West Airlines Inc.,Delayed,70
2003,12,2003-12,MQ,American Eagle Airlines Inc.,On Time,855
2003,12,2003-12,MQ,American Eagle Airlines Inc.,Delayed,161
2003,12,2003-12,NW,Northwest Airlines Inc.,On Time,104
2003,12,2003-12,NW,Northwest Airlines Inc.,Delayed,82
2003,12,2003-12,OO,SkyWest Airlines Inc.,On Time,545
2003,12,2003-12,OO,SkyWest Airlines Inc.,Delayed,81
2003,12,2003-12,UA,United Air Lines Inc.,On Time,465
2003,12,2003-12,UA,United Air Lines Inc.,Delayed,183
2003,12,2003-12,US,US Airways Inc.,On Time,123
2003,12,2003-12,US,US Airways Inc.,Delayed,40
2003,12,2003-12,WN,Southwest Airlines Co.,On Time,1934
2003,12,2003-12,WN,Southwest Airlines Co.,Delayed,482
2004,1,2004-01,AA,American Airlines Inc.,On Time,397
2004,1,2004-01,AA,American Airlines Inc.,Delayed,188
2004,1,2004-01,AS,Alaska Airlines Inc.,On Time,259
2004,1,2004-01,AS,Alaska Airlines Inc.,Delayed,60
2004,1,2004-01,B6,JetBlue Airways,On Time,76
2004,1,2004-01,B6,JetBlue Airways,Delayed,17
2004,1,2004-01,CO,Continental Air Lines Inc.,On Time,184
2004,1,2004-01,CO,Continental Air Lines Inc.,Delayed,51
2004,1,2004-01,DL,Delta Air Lines Inc.,On Time,344
2004,1,2004-01,DL,Delta Air Lines Inc.,Delayed,88
2004,1,2004-01,HA,Hawaiian Airlines Inc.,On Time,16
2004,1,2004-01,HA,Hawaiian Airlines Inc.,Delayed,14
2004,1,2004-01,HP,America West Airlines Inc.,On Time,289
2004,1,2004-01,HP,America West Airlines Inc.,Delayed,72
2004,1,2004-01,MQ,American Eagle Airlines Inc.,On Time,943
2004,1,2004-01,MQ,American Eagle Airlines Inc.,Delayed,72
2004,1,2004-01,NW,Northwest Airlines Inc.,On Time,123
2004,1,2004-01,NW,Northwest Airlines Inc.,Delayed,68
2004,1,2004-01,OO,SkyWest Airlines Inc.,On Time,615
2004,1,2004-01,OO,SkyWest Airlines Inc.,Delayed,38
2004,1,2004-01,UA,United Air Lines Inc.,On Time,494
2004,1,2004-01,UA,United Air Lines Inc.,Delayed,158
2004,1,2004-01,US,US Airways Inc.,On Time,115
2004,1,2004-01,US,US Airways Inc.,Delayed,52
2004,1,2004-01,WN,Southwest Airlines Co.,On Time,2079
2004,1,2004-01,WN,Southwest Airlines Co.,Delayed,364
2004,2,2004-02,AA,American Airlines Inc.,On Time,421
2004,2,2004-02,AA,American Airlines Inc.,Delayed,121
2004,2,2004-02,AS,Alaska Airlines Inc.,On Time,250
2004,2,2004-02,AS,Alaska Airlines Inc.,Delayed,50
2004,2,2004-02,B6,JetBlue Airways,On Time,85
2004,2,2004-02,B6,JetBlue Airways,Delayed,2
2004,2,2004-02,CO,Continental Air Lines Inc.,On Time,182
2004,2,2004-02,CO,Continental Air Lines Inc.,Delayed,42
2004,2,2004-02,DL,Delta Air Lines Inc.,On Time,309
2004,2,2004-02,DL,Delta Air Lines Inc.,Delayed,93
2004,2,2004-02,HA,Hawaiian Airlines Inc.,On Time,23
2004,2,2004-02,HA,Hawaiian Airlines Inc.,Delayed,6
2004,2,2004-02,HP,America West Airlines Inc.,On Time,258
2004,2,2004-02,HP,America West Airlines Inc.,Delayed,86
2004,2,2004-02,MQ,American Eagle Airlines Inc.,On Time,749
2004,2,2004-02,MQ,American Eagle Airlines Inc.,Delayed,95
2004,2,2004-02,NW,Northwest Airlines Inc.,On Time,132
2004,2,2004-02,NW,Northwest Airlines Inc.,Delayed,42
2004,2,2004-02,OO,SkyWest Airlines Inc.,On Time,537
2004,2,2004-02,OO,SkyWest Airlines Inc.,Delayed,60
2004,2,2004-02,UA,United Air Lines Inc.,On Time,508
2004,2,2004-02,UA,United Air Lines Inc.,Delayed,97
2004,2,2004-02,US,US Airways Inc.,On Time,123
2004,2,2004-02,US,US Airways Inc.,Delayed,21
2004,2,2004-02,WN,Southwest Airlines Co.,On Time,1948
2004,2,2004-02,WN,Southwest Airlines Co.,Delayed,385
2004,3,2004-03,AA,American Airlines Inc.,On Time,497
2004,3,2004-03,AA,American Airlines Inc.,Delayed,114
2004,3,2004-03,AS,Alaska Airlines Inc.,On Time,276
2004,3,2004-03,AS,Alaska Airlines Inc.,Delayed,49
2004,3,2004-03,B6,JetBlue Airways,On Time,83
2004,3,2004-03,B6,JetBlue Airways,Delayed,10
2004,3,2004-03,CO,Continental Air Lines Inc.,On Time,203
2004,3,2004-03,CO,Continental Air Lines Inc.,Delayed,39
2004,3,2004-03,DL,Delta Air Lines Inc.,On Time,386
2004,3,2004-03,DL,Delta Air Lines Inc.,Delayed,48
2004,3,2004-03,HA,Hawaiian Airlines Inc.,On Time,21
2004,3,2004-03,HA,Hawaiian Airlines Inc.,Delayed,10
2004,3,2004-03,HP,America West Airlines Inc.,On Time,271
2004,3,2004-03,HP,America West Airlines Inc.,Delayed,96
2004,3,2004-03,MQ,American Eagle Airlines Inc.,On Time,796
2004,3,2004-03,MQ,American Eagle Airlines Inc.,Delayed,108
2004,3,2004-03,NW,Northwest Airlines Inc.,On Time,140
2004,3,2004-03,NW,Northwest Airlines Inc.,Delayed,46
2004,3,2004-03,OO,SkyWest Airlines Inc.,On Time,571
2004,3,2004-03,OO,SkyWest Airlines Inc.,Delayed,62
2004,3,2004-03,UA,United Air Lines Inc.,On Time,639
2004,3,2004-03,UA,United Air Lines Inc.,Delayed,86
2004,3,2004-03,US,US Airways Inc.,On Time,124
2004,3,2004-03,US,US Airways Inc.,Delayed,27
2004,3,2004-03,WN,Southwest Airlines Co.,On Time,2105
2004,3,2004-03,WN,Southwest Airlines Co.,Delayed,396
2004,4,2004-04,AA,American Airlines Inc.,On Time,509
2004,4,2004-04,AA,American Airlines Inc.,Delayed,106
2004,4,2004-04,AS,Alaska Airlines Inc.,On Time,282
2004,4,2004-04,AS,Alaska Airlines Inc.,Delayed,39
2004,4,2004-04,B6,JetBlue Airways,On Time,85
2004,4,2004-04,B6,JetBlue Airways,Delayed,4
2004,4,2004-04,CO,Continental Air Lines Inc.,On Time,166
2004,4,2004-04,CO,Continental Air Lines Inc.,Delayed,67
2004,4,2004-04,DL,Delta Air Lines Inc.,On Time,375
2004,4,2004-04,DL,Delta Air Lines Inc.,Delayed,40
2004,4,2004-04,HA,Hawaiian Airlines Inc.,On Time,20
2004,4,2004-04,HA,Hawaiian Airlines Inc.,Delayed,10
2004,4,2004-04,HP,America West Airlines Inc.,On Time,272
2004,4,2004-04,HP,America West Airlines Inc.,Delayed,54
2004,4,2004-04,MQ,American Eagle Airlines Inc.,On Time,805
2004,4,2004-04,MQ,American Eagle Airlines Inc.,Delayed,115
2004,4,2004-04,NW,Northwest Airlines Inc.,On Time,141
2004,4,2004-04,NW,Northwest Airlines Inc.,Delayed,39
2004,4,2004-04,OO,SkyWest Airlines Inc.,On Time,551
2004,4,2004-04,OO,SkyWest Airlines Inc.,Delayed,55
2004,4,2004-04,UA,United Air Lines Inc.,On Time,588
2004,4,2004-04,UA,United Air Lines Inc.,Delayed,74
2004,4,2004-04,US,US Airways Inc.,On Time,123
2004,4,2004-04,US,US Airways Inc.,Delayed,23
2004,4,2004-04,WN,Southwest Airlines Co.,On Time,2021
2004,4,2004-04,WN,Southwest Airlines Co.,Delayed,393
2004,5,2004-05,AA,American Airlines Inc.,On Time,509
2004,5,2004-05,AA,American Airlines Inc.,Delayed,126
2004,5,2004-05,AS,Alaska Airlines Inc.,On Time,317
2004,5,2004-05,AS,Alaska Airlines Inc.,Delayed,50
2004,5,2004-05,B6,JetBlue Airways,On Time,74
2004,5,2004-05,B6,JetBlue Airways,Delayed,19
2004,5,2004-05,CO,Continental Air Lines Inc.,On Time,181
2004,5,2004-05,CO,Continental Air Lines Inc.,Delayed,58
2004,5,2004-05,DL,Delta Air Lines Inc.,On Time,368
2004,5,2004-05,DL,Delta Air Lines Inc.,Delayed,59
2004,5,2004-05,HA,Hawaiian Airlines Inc.,On Time,26
2004,5,2004-05,HA,Hawaiian Airlines Inc.,Delayed,5
2004,5,2004-05,HP,America West Airlines Inc.,On Time,287
2004,5,2004-05,HP,America West Airlines Inc.,Delayed,46
2004,5,2004-05,MQ,American Eagle Airlines Inc.,On Time,882
2004,5,2004-05,MQ,American Eagle Airlines Inc.,Delayed,71
2004,5,2004-05,NW,Northwest Airlines Inc.,On Time,118
2004,5,2004-05,NW,Northwest Airlines Inc.,Delayed,68
2004,5,2004-05,OO,SkyWest Airlines Inc.,On Time,607
2004,5,2004-05,OO,SkyWest Airlines Inc.,Delayed,46
2004,5,2004-05,UA,United Air Lines Inc.,On Time,521
2004,5,2004-05,UA,United Air Lines Inc.,Delayed,168
2004,5,2004-05,US,US Airways Inc.,On Time,130
2004,5,2004-05,US,US Airways Inc.,Delayed,46
2004,5,2004-05,WN,Southwest Airlines Co.,On Time,2044
2004,5,2004-05,WN,Southwest Airlines Co.,Delayed,418
2004,6,2004-06,AA,American Airlines Inc.,On Time,448
2004,6,2004-06,AA,American Airlines Inc.,Delayed,176
2004,6,2004-06,AS,Alaska Airlines Inc.,On Time,281
2004,6,2004-06,AS,Alaska Airlines Inc.,Delayed,104
2004,6,2004-06,B6,JetBlue Airways,On Time,75
2004,6,2004-06,B6,JetBlue Airways,Delayed,15
2004,6,2004-06,CO,Continental Air Lines Inc.,On Time,155
2004,6,2004-06,CO,Continental Air Lines Inc.,Delayed,93
2004,6,2004-06,DL,Delta Air Lines Inc.,On Time,292
2004,6,2004-06,DL,Delta Air Lines Inc.,Delayed,126
2004,6,2004-06,HA,Hawaiian Airlines Inc.,On Time,48
2004,6,2004-06,HA,Hawaiian Airlines Inc.,Delayed,2
2004,6,2004-06,HP,America West Airlines Inc.,On Time,241
2004,6,2004-06,HP,America West Airlines Inc.,Delayed,85
2004,6,2004-06,MQ,American Eagle Airlines Inc.,On Time,732
2004,6,2004-06,MQ,American Eagle Airlines Inc.,Delayed,106
2004,6,2004-06,NW,Northwest Airlines Inc.,On Time,112
2004,6,2004-06,NW,Northwest Airlines Inc.,Delayed,89
2004,6,2004-06,OO,SkyWest Airlines Inc.,On Time,581
2004,6,2004-06,OO,SkyWest Airlines Inc.,Delayed,51
2004,6,2004-06,UA,United Air Lines Inc.,On Time,601
2004,6,2004-06,UA,United Air Lines Inc.,Delayed,136
2004,6,2004-06,US,US Airways Inc.,On Time,103
2004,6,2004-06,US,US Airways Inc.,Delayed,72
2004,6,2004-06,WN,Southwest Airlines Co.,On Time,1849
2004,6,2004-06,WN,Southwest Airlines Co.,Delayed,559
2004,7,2004-07,AA,American Airlines Inc.,On Time,468
2004,7,2004-07,AA,American Airlines Inc.,Delayed,170
2004,7,2004-07,AS,Alaska Airlines Inc.,On Time,312
2004,7,2004-07,AS,Alaska Airlines Inc.,Delayed,89
2004,7,2004-07,B6,JetBlue Airways,On Time,78
2004,7,2004-07,B6,JetBlue Airways,Delayed,15
2004,7,2004-07,CO,Continental Air Lines Inc.,On Time,200
2004,7,2004-07,CO,Continental Air Lines Inc.,Delayed,56
2004,7,2004-07,DL,Delta Air Lines Inc.,On Time,359
2004,7,2004-07,DL,Delta Air Lines Inc.,Delayed,125
2004,7,2004-07,HA,Hawaiian Airlines Inc.,On Time,58
2004,7,2004-07,HA,Hawaiian Airlines Inc.,Delayed,4
2004,7,2004-07,HP,America West Airlines Inc.,On Time,257
2004,7,2004-07,HP,America West Airlines Inc.,Delayed,77
2004,7,2004-07,MQ,American Eagle Airlines Inc.,On Time,759
2004,7,2004-07,MQ,American Eagle Airlines Inc.,Delayed,129
2004,7,2004-07,NW,Northwest Airlines Inc.,On Time,145
2004,7,2004-07,NW,Northwest Airlines Inc.,Delayed,72
2004,7,2004-07,OO,SkyWest Airlines Inc.,On Time,585
2004,7,2004-07,OO,SkyWest Airlines Inc.,Delayed,55
2004,7,2004-07,UA,United Air Lines Inc.,On Time,624
2004,7,2004-07,UA,United Air Lines Inc.,Delayed,142
2004,7,2004-07,US,US Airways Inc.,On Time,109
2004,7,2004-07,US,US Airways Inc.,Delayed,69
2004,7,2004-07,WN,Southwest Airlines Co.,On Time,1879
2004,7,2004-07,WN,Southwest Airlines Co.,Delayed,581
2004,8,2004-08,AA,American Airlines Inc.,On Time,471
2004,8,2004-08,AA,American Airlines Inc.,Delayed,176
2004,8,2004-08,AS,Alaska Airlines Inc.,On Time,301
2004,8,2004-08,AS,Alaska Airlines Inc.,Delayed,102
2004,8,2004-08,B6,JetBlue Airways,On Time,75
2004,8,2004-08,B6,JetBlue Airways,Delayed,18
2004,8,2004-08,CO,Continental Air Lines Inc.,On Time,191
2004,8,2004-08,CO,Continental Air Lines Inc.,Delayed,56
2004,8,2004-08,DL,Delta Air Lines Inc.,On Time,372
2004,8,2004-08,DL,Delta Air Lines Inc.,Delayed,115
2004,8,2004-08,HA,Hawaiian Airlines Inc.,On Time,57
2004,8,2004-08,HA,Hawaiian Airlines Inc.,Delayed,5
2004,8,2004-08,HP,America West Airlines Inc.,On Time,263
2004,8,2004-08,HP,America West Airlines Inc.,Delayed,74
2004,8,2004-08,MQ,American Eagle Airlines Inc.,On Time,799
2004,8,2004-08,MQ,American Eagle Airlines Inc.,Delayed,98
2004,8,2004-08,NW,Northwest Airlines Inc.,On Time,151
2004,8,2004-08,NW,Northwest Airlines Inc.,Delayed,65
2004,8,2004-08,OO,SkyWest Airlines Inc.,On Time,642
2004,8,2004-08,OO,SkyWest Airlines Inc.,Delayed,56
2004,8,2004-08,UA,United Air Lines Inc.,On Time,628
2004,8,2004-08,UA,United Air Lines Inc.,Delayed,148
2004,8,2004-08,US,US Airways Inc.,On Time,115
2004,8,2004-08,US,US Airways Inc.,Delayed,66
2004,8,2004-08,WN,Southwest Airlines Co.,On Time,1822
2004,8,2004-08,WN,Southwest Airlines Co.,Delayed,664
2004,9,2004-09,AA,American Airlines Inc.,On Time,530
2004,9,2004-09,AA,American Airlines Inc.,Delayed,57
2004,9,2004-09,AS,Alaska Airlines Inc.,On Time,318
2004,9,2004-09,AS,Alaska Airlines Inc.,Delayed,50
2004,9,2004-09,B6,JetBlue Airways,On Time,64
2004,9,2004-09,B6,JetBlue Airways,Delayed,3
2004,9,2004-09,CO,Continental Air Lines Inc.,On Time,210
2004,9,2004-09,CO,Continental Air Lines Inc.,Delayed,17
2004,9,2004-09,DL,Delta Air Lines Inc.,On Time,394
2004,9,2004-09,DL,Delta Air Lines Inc.,Delayed,80
2004,9,2004-09,HA,Hawaiian Airlines Inc.,On Time,32
2004,9,2004-09,HA,Hawaiian Airlines Inc.,Delayed,4
2004,9,2004-09,HP,America West Airlines Inc.,On Time,273
2004,9,2004-09,HP,America West Airlines Inc.,Delayed,56
2004,9,2004-09,MQ,American Eagle Airlines Inc.,On Time,815
2004,9,2004-09,MQ,American Eagle Airlines Inc.,Delayed,69
2004,9,2004-09,NW,Northwest Airlines Inc.,On Time,114
2004,9,2004-09,NW,Northwest Airlines Inc.,Delayed,36
2004,9,2004-09,OO,SkyWest Airlines Inc.,On Time,625
2004,9,2004-09,OO,SkyWest Airlines Inc.,Delayed,57
2004,9,2004-09,UA,United Air Lines Inc.,On Time,612
2004,9,2004-09,UA,United Air Lines Inc.,Delayed,79
2004,9,2004-09,US,US Airways Inc.,On Time,128
2004,9,2004-09,US,US Airways Inc.,Delayed,23
2004,9,2004-09,WN,Southwest Airlines Co.,On Time,2087
2004,9,2004-09,WN,Southwest Airlines Co.,Delayed,354
2004,10,2004-10,AA,American Airlines Inc.,On Time,442
2004,10,2004-10,AA,American Airlines Inc.,Delayed,158
2004,10,2004-10,AS,Alaska Airlines Inc.,On Time,287
2004,10,2004-10,AS,Alaska Airlines Inc.,Delayed,80
2004,10,2004-10,B6,JetBlue Airways,On Time,37
2004,10,2004-10,B6,JetBlue Airways,Delayed,25
2004,10,2004-10,CO,Continental Air Lines Inc.,On Time,191
2004,10,2004-10,CO,Continental Air Lines Inc.,Delayed,49
2004,10,2004-10,DL,Delta Air Lines Inc.,On Time,373
2004,10,2004-10,DL,Delta Air Lines Inc.,Delayed,115
2004,10,2004-10,HA,Hawaiian Airlines Inc.,On Time,28
2004,10,2004-10,HA,Hawaiian Airlines Inc.,Delayed,3
2004,10,2004-10,HP,America West Airlines Inc.,On Time,265
2004,10,2004-10,HP,America West Airlines Inc.,Delayed,68
2004,10,2004-10,MQ,American Eagle Airlines Inc.,On Time,814
2004,10,2004-10,MQ,American Eagle Airlines Inc.,Delayed,90
2004,10,2004-10,NW,Northwest Airlines Inc.,On Time,105
2004,10,2004-10,NW,Northwest Airlines Inc.,Delayed,81
2004,10,2004-10,OO,SkyWest Airlines Inc.,On Time,599
2004,10,2004-10,OO,SkyWest Airlines Inc.,Delayed,98
2004,10,2004-10,UA,United Air Lines Inc.,On Time,551
2004,10,2004-10,UA,United Air Lines Inc.,Delayed,146
2004,10,2004-10,US,US Airways Inc.,On Time,109
2004,10,2004-10,US,US Airways Inc.,Delayed,70
2004,10,2004-10,WN,Southwest Airlines Co.,On Time,1847
2004,10,2004-10,WN,Southwest Airlines Co.,Delayed,693
2004,11,2004-11,AA,American Airlines Inc.,On Time,471
2004,11,2004-11,AA,American Airlines Inc.,Delayed,110
2004,11,2004-11,AS,Alaska Airlines Inc.,On Time,251
2004,11,2004-11,AS,Alaska Airlines Inc.,Delayed,89
2004,11,2004-11,B6,JetBlue Airways,On Time,52
2004,11,2004-11,B6,JetBlue Airways,Delayed,7
2004,11,2004-11,CO,Continental Air Lines Inc.,On Time,179
2004,11,2004-11,CO,Continental Air Lines Inc.,Delayed,59
2004,11,2004-11,DL,Delta Air Lines Inc.,On Time,382
2004,11,2004-11,DL,Delta Air Lines Inc.,Delayed,84
2004,11,2004-11,HA,Hawaiian Airlines Inc.,On Time,24
