year,month,date,carrier,carrier_name,type,n_flights
2009,10,2009-10,OO,SkyWest Airlines Inc.,On Time,497
2009,10,2009-10,OO,SkyWest Airlines Inc.,Delayed,84
2009,10,2009-10,UA,United Air Lines Inc.,On Time,511
2009,10,2009-10,UA,United Air Lines Inc.,Delayed,112
2009,10,2009-10,US,US Airways Inc.,On Time,235
2009,10,2009-10,US,US Airways Inc.,Delayed,67
2009,10,2009-10,WN,Southwest Airlines Co.,On Time,2085
2009,10,2009-10,WN,Southwest Airlines Co.,Delayed,707
2009,10,2009-10,YV,Mesa Airlines Inc.,On Time,85
2009,10,2009-10,YV,Mesa Airlines Inc.,Delayed,6
2009,11,2009-11,AA,American Airlines Inc.,On Time,388
2009,11,2009-11,AA,American Airlines Inc.,Delayed,58
2009,11,2009-11,AS,Alaska Airlines Inc.,On Time,258
2009,11,2009-11,AS,Alaska Airlines Inc.,Delayed,17
2009,11,2009-11,B6,JetBlue Airways,On Time,85
2009,11,2009-11,B6,JetBlue Airways,Delayed,3
2009,11,2009-11,CO,Continental Air Lines Inc.,On Time,233
2009,11,2009-11,CO,Continental Air Lines Inc.,Delayed,28
2009,11,2009-11,DL,Delta Air Lines Inc.,On Time,291
2009,11,2009-11,DL,Delta Air Lines Inc.,Delayed,9
2009,11,2009-11,F9,Frontier Airlines Inc.,On Time,77
2009,11,2009-11,F9,Frontier Airlines Inc.,Delayed,14
2009,11,2009-11,HA,Hawaiian Airlines Inc.,On Time,24
2009,11,2009-11,HA,Hawaiian Airlines Inc.,Delayed,6
2009,11,2009-11,MQ,American Eagle Airlines Inc.,On Time,460
2009,11,2009-11,MQ,American Eagle Airlines Inc.,Delayed,54
2009,11,2009-11,NW,Northwest Airlines Inc.,On Time,154
2009,11,2009-11,NW,Northwest Airlines Inc.,Delayed,7
2009,11,2009-11,OO,SkyWest Airlines Inc.,On Time,506
2009,11,2009-11,OO,SkyWest Airlines Inc.,Delayed,67
2009,11,2009-11,UA,United Air Lines Inc.,On Time,523
2009,11,2009-11,UA,United Air Lines Inc.,Delayed,40
2009,11,2009-11,US,US Airways Inc.,On Time,275
2009,11,2009-11,US,US Airways Inc.,Delayed,16
2009,11,2009-11,WN,Southwest Airlines Co.,On Time,2508
2009,11,2009-11,WN,Southwest Airlines Co.,Delayed,182
2009,11,2009-11,YV,Mesa Airlines Inc.,On Time,81
2009,11,2009-11,YV,Mesa Airlines Inc.,Delayed,7
2009,12,2009-12,AA,American Airlines Inc.,On Time,311
2009,12,2009-12,AA,American Airlines Inc.,Delayed,122
2009,12,2009-12,AS,Alaska Airlines Inc.,On Time,256
2009,12,2009-12,AS,Alaska Airlines Inc.,Delayed,25
2009,12,2009-12,B6,JetBlue Airways,On Time,61
2009,12,2009-12,B6,JetBlue Airways,Delayed,30
2009,12,2009-12,CO,Continental Air Lines Inc.,On Time,228
2009,12,2009-12,CO,Continental Air Lines Inc.,Delayed,95
2009,12,2009-12,DL,Delta Air Lines Inc.,On Time,217
2009,12,2009-12,DL,Delta Air Lines Inc.,Delayed,59
2009,12,2009-12,F9,Frontier Airlines Inc.,On Time,55
2009,12,2009-12,F9,Frontier Airlines Inc.,Delayed,33
2009,12,2009-12,HA,Hawaiian Airlines Inc.,On Time,29
2009,12,2009-12,HA,Hawaiian Airlines Inc.,Delayed,2
2009,12,2009-12,MQ,American Eagle Airlines Inc.,On Time,447
2009,12,2009-12,MQ,American Eagle Airlines Inc.,Delayed,64
2009,12,2009-12,NW,Northwest Airlines Inc.,On Time,122
2009,12,2009-12,NW,Northwest Airlines Inc.,Delayed,34
2009,12,2009-12,OO,SkyWest Airlines Inc.,On Time,470
2009,12,2009-12,OO,SkyWest Airlines Inc.,Delayed,127
2009,12,2009-12,UA,United Air Lines Inc.,On Time,459
2009,12,2009-12,UA,United Air Lines Inc.,Delayed,123
2009,12,2009-12,US,US Airways Inc.,On Time,232
2009,12,2009-12,US,US Airways Inc.,Delayed,93
2009,12,2009-12,WN,Southwest Airlines Co.,On Time,2061
2009,12,2009-12,WN,Southwest Airlines Co.,Delayed,713
2009,12,2009-12,YV,Mesa Airlines Inc.,On Time,83
2009,12,2009-12,YV,Mesa Airlines Inc.,Delayed,10
2010,1,2010-01,AA,American Airlines Inc.,On Time,340
2010,1,2010-01,AA,American Airlines Inc.,Delayed,94
2010,1,2010-01,AS,Alaska Airlines Inc.,On Time,251
2010,1,2010-01,AS,Alaska Airlines Inc.,Delayed,26
2010,1,2010-01,B6,JetBlue Airways,On Time,83
2010,1,2010-01,B6,JetBlue Airways,Delayed,9
2010,1,2010-01,CO,Continental Air Lines Inc.,On Time,234
2010,1,2010-01,CO,Continental Air Lines Inc.,Delayed,40
2010,1,2010-01,DL,Delta Air Lines Inc.,On Time,329
2010,1,2010-01,DL,Delta Air Lines Inc.,Delayed,57
2010,1,2010-01,F9,Frontier Airlines Inc.,On Time,78
2010,1,2010-01,F9,Frontier Airlines Inc.,Delayed,8
2010,1,2010-01,HA,Hawaiian Airlines Inc.,On Time,25
2010,1,2010-01,HA,Hawaiian Airlines Inc.,Delayed,6
2010,1,2010-01,MQ,American Eagle Airlines Inc.,On Time,451
2010,1,2010-01,MQ,American Eagle Airlines Inc.,Delayed,61
2010,1,2010-01,OO,SkyWest Airlines Inc.,On Time,508
2010,1,2010-01,OO,SkyWest Airlines Inc.,Delayed,118
2010,1,2010-01,UA,United Air Lines Inc.,On Time,510
2010,1,2010-01,UA,United Air Lines Inc.,Delayed,71
2010,1,2010-01,US,US Airways Inc.,On Time,231
2010,1,2010-01,US,US Airways Inc.,Delayed,52
2010,1,2010-01,WN,Southwest Airlines Co.,On Time,2327
2010,1,2010-01,WN,Southwest Airlines Co.,Delayed,421
2010,1,2010-01,YV,Mesa Airlines Inc.,On Time,8
2010,1,2010-01,YV,Mesa Airlines Inc.,Delayed,0
2010,2,2010-02,AA,American Airlines Inc.,On Time,309
2010,2,2010-02,AA,American Airlines Inc.,Delayed,82
2010,2,2010-02,AS,Alaska Airlines Inc.,On Time,229
2010,2,2010-02,AS,Alaska Airlines Inc.,Delayed,19
2010,2,2010-02,B6,JetBlue Airways,On Time,70
2010,2,2010-02,B6,JetBlue Airways,Delayed,11
2010,2,2010-02,CO,Continental Air Lines Inc.,On Time,182
2010,2,2010-02,CO,Continental Air Lines Inc.,Delayed,65
2010,2,2010-02,DL,Delta Air Lines Inc.,On Time,333
2010,2,2010-02,DL,Delta Air Lines Inc.,Delayed,57
2010,2,2010-02,F9,Frontier Airlines Inc.,On Time,64
2010,2,2010-02,F9,Frontier Airlines Inc.,Delayed,16
2010,2,2010-02,HA,Hawaiian Airlines Inc.,On Time,23
2010,2,2010-02,HA,Hawaiian Airlines Inc.,Delayed,5
2010,2,2010-02,MQ,American Eagle Airlines Inc.,On Time,422
2010,2,2010-02,MQ,American Eagle Airlines Inc.,Delayed,42
2010,2,2010-02,OO,SkyWest Airlines Inc.,On Time,529
2010,2,2010-02,OO,SkyWest Airlines Inc.,Delayed,95
2010,2,2010-02,UA,United Air Lines Inc.,On Time,449
2010,2,2010-02,UA,United Air Lines Inc.,Delayed,71
2010,2,2010-02,US,US Airways Inc.,On Time,221
2010,2,2010-02,US,US Airways Inc.,Delayed,30
2010,2,2010-02,WN,Southwest Airlines Co.,On Time,2186
2010,2,2010-02,WN,Southwest Airlines Co.,Delayed,333
2010,3,2010-03,AA,American Airlines Inc.,On Time,365
2010,3,2010-03,AA,American Airlines Inc.,Delayed,69
2010,3,2010-03,AS,Alaska Airlines Inc.,On Time,265
2010,3,2010-03,AS,Alaska Airlines Inc.,Delayed,28
2010,3,2010-03,B6,JetBlue Airways,On Time,81
2010,3,2010-03,B6,JetBlue Airways,Delayed,8
2010,3,2010-03,CO,Continental Air Lines Inc.,On Time,206
2010,3,2010-03,CO,Continental Air Lines Inc.,Delayed,67
2010,3,2010-03,DL,Delta Air Lines Inc.,On Time,417
2010,3,2010-03,DL,Delta Air Lines Inc.,Delayed,48
2010,3,2010-03,F9,Frontier Airlines Inc.,On Time,65
2010,3,2010-03,F9,Frontier Airlines Inc.,Delayed,23
2010,3,2010-03,HA,Hawaiian Airlines Inc.,On Time,26
2010,3,2010-03,HA,Hawaiian Airlines Inc.,Delayed,5
2010,3,2010-03,MQ,American Eagle Airlines Inc.,On Time,496
2010,3,2010-03,MQ,American Eagle Airlines Inc.,Delayed,19
2010,3,2010-03,OO,SkyWest Airlines Inc.,On Time,624
2010,3,2010-03,OO,SkyWest Airlines Inc.,Delayed,101
2010,3,2010-03,UA,United Air Lines Inc.,On Time,505
2010,3,2010-03,UA,United Air Lines Inc.,Delayed,74
2010,3,2010-03,US,US Airways Inc.,On Time,251
2010,3,2010-03,US,US Airways Inc.,Delayed,28
2010,3,2010-03,WN,Southwest Airlines Co.,On Time,2366
2010,3,2010-03,WN,Southwest Airlines Co.,Delayed,476
2010,3,2010-03,YV,Mesa Airlines Inc.,On Time,1
2010,3,2010-03,YV,Mesa Airlines Inc.,Delayed,1
2010,4,2010-04,AA,American Airlines Inc.,On Time,356
2010,4,2010-04,AA,American Airlines Inc.,Delayed,64
2010,4,2010-04,AS,Alaska Airlines Inc.,On Time,286
2010,4,2010-04,AS,Alaska Airlines Inc.,Delayed,10
2010,4,2010-04,B6,JetBlue Airways,On Time,76
2010,4,2010-04,B6,JetBlue Airways,Delayed,10
2010,4,2010-04,CO,Continental Air Lines Inc.,On Time,220
2010,4,2010-04,CO,Continental Air Lines Inc.,Delayed,51
2010,4,2010-04,DL,Delta Air Lines Inc.,On Time,437
2010,4,2010-04,DL,Delta Air Lines Inc.,Delayed,88
2010,4,2010-04,F9,Frontier Airlines Inc.,On Time,91
2010,4,2010-04,F9,Frontier Airlines Inc.,Delayed,15
2010,4,2010-04,HA,Hawaiian Airlines Inc.,On Time,22
2010,4,2010-04,HA,Hawaiian Airlines Inc.,Delayed,8
2010,4,2010-04,MQ,American Eagle Airlines Inc.,On Time,464
2010,4,2010-04,MQ,American Eagle Airlines Inc.,Delayed,34
2010,4,2010-04,OO,SkyWest Airlines Inc.,On Time,548
2010,4,2010-04,OO,SkyWest Airlines Inc.,Delayed,82
2010,4,2010-04,UA,United Air Lines Inc.,On Time,506
2010,4,2010-04,UA,United Air Lines Inc.,Delayed,75
2010,4,2010-04,US,US Airways Inc.,On Time,257
2010,4,2010-04,US,US Airways Inc.,Delayed,32
2010,4,2010-04,WN,Southwest Airlines Co.,On Time,2300
2010,4,2010-04,WN,Southwest Airlines Co.,Delayed,458
2010,4,2010-04,YV,Mesa Airlines Inc.,On Time,1
2010,4,2010-04,YV,Mesa Airlines Inc.,Delayed,2
2010,5,2010-05,AA,American Airlines Inc.,On Time,323
2010,5,2010-05,AA,American Airlines Inc.,Delayed,109
2010,5,2010-05,AS,Alaska Airlines Inc.,On Time,285
2010,5,2010-05,AS,Alaska Airlines Inc.,Delayed,20
2010,5,2010-05,B6,JetBlue Airways,On Time,102
2010,5,2010-05,B6,JetBlue Airways,Delayed,18
2010,5,2010-05,CO,Continental Air Lines Inc.,On Time,218
2010,5,2010-05,CO,Continental Air Lines Inc.,Delayed,55
2010,5,2010-05,DL,Delta Air Lines Inc.,On Time,483
2010,5,2010-05,DL,Delta Air Lines Inc.,Delayed,138
2010,5,2010-05,F9,Frontier Airlines Inc.,On Time,123
2010,5,2010-05,F9,Frontier Airlines Inc.,Delayed,30
2010,5,2010-05,FL,AirTran Airways Corporation,On Time,9
2010,5,2010-05,FL,AirTran Airways Corporation,Delayed,1
2010,5,2010-05,HA,Hawaiian Airlines Inc.,On Time,15
2010,5,2010-05,HA,Hawaiian Airlines Inc.,Delayed,16
2010,5,2010-05,MQ,American Eagle Airlines Inc.,On Time,471
2010,5,2010-05,MQ,American Eagle Airlines Inc.,Delayed,39
2010,5,2010-05,OO,SkyWest Airlines Inc.,On Time,586
2010,5,2010-05,OO,SkyWest Airlines Inc.,Delayed,63
2010,5,2010-05,UA,United Air Lines Inc.,On Time,518
2010,5,2010-05,UA,United Air Lines Inc.,Delayed,93
2010,5,2010-05,US,US Airways Inc.,On Time,291
2010,5,2010-05,US,US Airways Inc.,Delayed,44
2010,5,2010-05,WN,Southwest Airlines Co.,On Time,2328
2010,5,2010-05,WN,Southwest Airlines Co.,Delayed,558
2010,5,2010-05,YV,Mesa Airlines Inc.,On Time,16
2010,5,2010-05,YV,Mesa Airlines Inc.,Delayed,1
2010,6,2010-06,AA,American Airlines Inc.,On Time,302
2010,6,2010-06,AA,American Airlines Inc.,Delayed,118
2010,6,2010-06,AS,Alaska Airlines Inc.,On Time,279
2010,6,2010-06,AS,Alaska Airlines Inc.,Delayed,20
2010,6,2010-06,B6,JetBlue Airways,On Time,109
2010,6,2010-06,B6,JetBlue Airways,Delayed,9
2010,6,2010-06,CO,Continental Air Lines Inc.,On Time,266
2010,6,2010-06,CO,Continental Air Lines Inc.,Delayed,59
2010,6,2010-06,DL,Delta Air Lines Inc.,On Time,469
2010,6,2010-06,DL,Delta Air Lines Inc.,Delayed,202
2010,6,2010-06,F9,Frontier Airlines Inc.,On Time,146
2010,6,2010-06,F9,Frontier Airlines Inc.,Delayed,31
2010,6,2010-06,FL,AirTran Airways Corporation,On Time,41
2010,6,2010-06,FL,AirTran Airways Corporation,Delayed,19
2010,6,2010-06,HA,Hawaiian Airlines Inc.,On Time,32
2010,6,2010-06,HA,Hawaiian Airlines Inc.,Delayed,12
2010,6,2010-06,MQ,American Eagle Airlines Inc.,On Time,375
2010,6,2010-06,MQ,American Eagle Airlines Inc.,Delayed,42
2010,6,2010-06,OO,SkyWest Airlines Inc.,On Time,554
2010,6,2010-06,OO,SkyWest Airlines Inc.,Delayed,106
2010,6,2010-06,UA,United Air Lines Inc.,On Time,447
2010,6,2010-06,UA,United Air Lines Inc.,Delayed,117
2010,6,2010-06,US,US Airways Inc.,On Time,268
2010,6,2010-06,US,US Airways Inc.,Delayed,62
2010,6,2010-06,WN,Southwest Airlines Co.,On Time,2361
2010,6,2010-06,WN,Southwest Airlines Co.,Delayed,505
2010,6,2010-06,YV,Mesa Airlines Inc.,On Time,28
2010,6,2010-06,YV,Mesa Airlines Inc.,Delayed,2
2010,7,2010-07,AA,American Airlines Inc.,On Time,316
2010,7,2010-07,AA,American Airlines Inc.,Delayed,115
2010,7,2010-07,AS,Alaska Airlines Inc.,On Time,292
2010,7,2010-07,AS,Alaska Airlines Inc.,Delayed,18
2010,7,2010-07,B6,JetBlue Airways,On Time,98
2010,7,2010-07,B6,JetBlue Airways,Delayed,26
2010,7,2010-07,CO,Continental Air Lines Inc.,On Time,296
2010,7,2010-07,CO,Continental Air Lines Inc.,Delayed,63
2010,7,2010-07,DL,Delta Air Lines Inc.,On Time,517
2010,7,2010-07,DL,Delta Air Lines Inc.,Delayed,167
2010,7,2010-07,F9,Frontier Airlines Inc.,On Time,156
2010,7,2010-07,F9,Frontier Airlines Inc.,Delayed,28
2010,7,2010-07,FL,AirTran Airways Corporation,On Time,49
2010,7,2010-07,FL,AirTran Airways Corporation,Delayed,13
2010,7,2010-07,HA,Hawaiian Airlines Inc.,On Time,59
2010,7,2010-07,HA,Hawaiian Airlines Inc.,Delayed,3
2010,7,2010-07,MQ,American Eagle Airlines Inc.,On Time,344
2010,7,2010-07,MQ,American Eagle Airlines Inc.,Delayed,49
2010,7,2010-07,OO,SkyWest Airlines Inc.,On Time,518
2010,7,2010-07,OO,SkyWest Airlines Inc.,Delayed,139
2010,7,2010-07,UA,United Air Lines Inc.,On Time,495
2010,7,2010-07,UA,United Air Lines Inc.,Delayed,87
2010,7,2010-07,US,US Airways Inc.,On Time,290
2010,7,2010-07,US,US Airways Inc.,Delayed,56
2010,7,2010-07,WN,Southwest Airlines Co.,On Time,2370
2010,7,2010-07,WN,Southwest Airlines Co.,Delayed,539
2010,7,2010-07,YV,Mesa Airlines Inc.,On Time,27
2010,7,2010-07,YV,Mesa Airlines Inc.,Delayed,3
2010,8,2010-08,AA,American Airlines Inc.,On Time,366
2010,8,2010-08,AA,American Airlines Inc.,Delayed,67
2010,8,2010-08,AS,Alaska Airlines Inc.,On Time,284
2010,8,2010-08,AS,Alaska Airlines Inc.,Delayed,16
2010,8,2010-08,B6,JetBlue Airways,On Time,98
2010,8,2010-08,B6,JetBlue Airways,Delayed,26
2010,8,2010-08,CO,Continental Air Lines Inc.,On Time,306
2010,8,2010-08,CO,Continental Air Lines Inc.,Delayed,20
2010,8,2010-08,DL,Delta Air Lines Inc.,On Time,506
2010,8,2010-08,DL,Delta Air Lines Inc.,Delayed,122
2010,8,2010-08,F9,Frontier Airlines Inc.,On Time,156
2010,8,2010-08,F9,Frontier Airlines Inc.,Delayed,29
2010,8,2010-08,FL,AirTran Airways Corporation,On Time,51
2010,8,2010-08,FL,AirTran Airways Corporation,Delayed,11
2010,8,2010-08,HA,Hawaiian Airlines Inc.,On Time,46
2010,8,2010-08,HA,Hawaiian Airlines Inc.,Delayed,8
2010,8,2010-08,MQ,American Eagle Airlines Inc.,On Time,346
2010,8,2010-08,MQ,American Eagle Airlines Inc.,Delayed,41
2010,8,2010-08,OO,SkyWest Airlines Inc.,On Time,545
2010,8,2010-08,OO,SkyWest Airlines Inc.,Delayed,99
2010,8,2010-08,UA,United Air Lines Inc.,On Time,541
2010,8,2010-08,UA,United Air Lines Inc.,Delayed,82
2010,8,2010-08,US,US Airways Inc.,On Time,303
2010,8,2010-08,US,US Airways Inc.,Delayed,38
2010,8,2010-08,WN,Southwest Airlines Co.,On Time,2431
2010,8,2010-08,WN,Southwest Airlines Co.,Delayed,435
2010,8,2010-08,YV,Mesa Airlines Inc.,On Time,17
2010,8,2010-08,YV,Mesa Airlines Inc.,Delayed,1
2010,9,2010-09,AA,American Airlines Inc.,On Time,343
2010,9,2010-09,AA,American Airlines Inc.,Delayed,71
2010,9,2010-09,AS,Alaska Airlines Inc.,On Time,250
2010,9,2010-09,AS,Alaska Airlines Inc.,Delayed,19
2010,9,2010-09,B6,JetBlue Airways,On Time,95
2010,9,2010-09,B6,JetBlue Airways,Delayed,19
2010,9,2010-09,CO,Continental Air Lines Inc.,On Time,232
2010,9,2010-09,CO,Continental Air Lines Inc.,Delayed,18
2010,9,2010-09,DL,Delta Air Lines Inc.,On Time,430
2010,9,2010-09,DL,Delta Air Lines Inc.,Delayed,113
2010,9,2010-09,F9,Frontier Airlines Inc.,On Time,123
2010,9,2010-09,F9,Frontier Airlines Inc.,Delayed,12
2010,9,2010-09,FL,AirTran Airways Corporation,On Time,12
2010,9,2010-09,FL,AirTran Airways Corporation,Delayed,1
2010,9,2010-09,HA,Hawaiian Airlines Inc.,On Time,28
2010,9,2010-09,HA,Hawaiian Airlines Inc.,Delayed,2
2010,9,2010-09,MQ,American Eagle Airlines Inc.,On Time,314
2010,9,2010-09,MQ,American Eagle Airlines Inc.,Delayed,38
2010,9,2010-09,OO,SkyWest Airlines Inc.,On Time,498
2010,9,2010-09,OO,SkyWest Airlines Inc.,Delayed,64
2010,9,2010-09,UA,United Air Lines Inc.,On Time,540
2010,9,2010-09,UA,United Air Lines Inc.,Delayed,47
2010,9,2010-09,US,US Airways Inc.,On Time,274
2010,9,2010-09,US,US Airways Inc.,Delayed,32
2010,9,2010-09,WN,Southwest Airlines Co.,On Time,2294
2010,9,2010-09,WN,Southwest Airlines Co.,Delayed,384
2010,9,2010-09,YV,Mesa Airlines Inc.,On Time,9
2010,9,2010-09,YV,Mesa Airlines Inc.,Delayed,0
2010,10,2010-10,AA,American Airlines Inc.,On Time,361
2010,10,2010-10,AA,American Airlines Inc.,Delayed,68
2010,10,2010-10,AS,Alaska Airlines Inc.,On Time,281
2010,10,2010-10,AS,Alaska Airlines Inc.,Delayed,29
2010,10,2010-10,B6,JetBlue Airways,On Time,98
2010,10,2010-10,B6,JetBlue Airways,Delayed,25
2010,10,2010-10,CO,Continental Air Lines Inc.,On Time,243
2010,10,2010-10,CO,Continental Air Lines Inc.,Delayed,22
2010,10,2010-10,DL,Delta Air Lines Inc.,On Time,455
2010,10,2010-10,DL,Delta Air Lines Inc.,Delayed,90
2010,10,2010-10,F9,Frontier Airlines Inc.,On Time,127
2010,10,2010-10,F9,Frontier Airlines Inc.,Delayed,14
2010,10,2010-10,HA,Hawaiian Airlines Inc.,On Time,22
2010,10,2010-10,HA,Hawaiian Airlines Inc.,Delayed,9
2010,10,2010-10,MQ,American Eagle Airlines Inc.,On Time,318
2010,10,2010-10,MQ,American Eagle Airlines Inc.,Delayed,44
2010,10,2010-10,OO,SkyWest Airlines Inc.,On Time,486
2010,10,2010-10,OO,SkyWest Airlines Inc.,Delayed,103
2010,10,2010-10,UA,United Air Lines Inc.,On Time,573
2010,10,2010-10,UA,United Air Lines Inc.,Delayed,54
2010,10,2010-10,US,US Airways Inc.,On Time,255
2010,10,2010-10,US,US Airways Inc.,Delayed,55
2010,10,2010-10,WN,Southwest Airlines Co.,On Time,2127
2010,10,2010-10,WN,Southwest Airlines Co.,Delayed,653
2010,10,2010-10,YV,Mesa Airlines Inc.,On Time,6
2010,10,2010-10,YV,Mesa Airlines Inc.,Delayed,3
2010,11,2010-11,AA,American Airlines Inc.,On Time,330
2010,11,2010-11,AA,American Airlines Inc.,Delayed,81
2010,11,2010-11,AS,Alaska Airlines Inc.,On Time,268
2010,11,2010-11,AS,Alaska Airlines Inc.,Delayed,47
2010,11,2010-11,B6,JetBlue Airways,On Time,72
2010,11,2010-11,B6,JetBlue Airways,Delayed,23
2010,11,2010-11,CO,Continental Air Lines Inc.,On Time,215
2010,11,2010-11,CO,Continental Air Lines Inc.,Delayed,36
2010,11,2010-11,DL,Delta Air Lines Inc.,On Time,360
2010,11,2010-11,DL,Delta Air Lines Inc.,Delayed,128
2010,11,2010-11,F9,Frontier Airlines Inc.,On Time,108
2010,11,2010-11,F9,Frontier Airlines Inc.,Delayed,20
2010,11,2010-11,HA,Hawaiian Airlines Inc.,On Time,22
2010,11,2010-11,HA,Hawaiian Airlines Inc.,Delayed,8
2010,11,2010-11,MQ,American Eagle Airlines Inc.,On Time,322
2010,11,2010-11,MQ,American Eagle Airlines Inc.,Delayed,27
2010,11,2010-11,OO,SkyWest Airlines Inc.,On Time,473
2010,11,2010-11,OO,SkyWest Airlines Inc.,Delayed,105
2010,11,2010-11,UA,United Air Lines Inc.,On Time,506
2010,11,2010-11,UA,United Air Lines Inc.,Delayed,63
2010,11,2010-11,US,US Airways Inc.,On Time,260
2010,11,2010-11,US,US Airways Inc.,Delayed,41
2010,11,2010-11,WN,Southwest Airlines Co.,On Time,2077
2010,11,2010-11,WN,Southwest Airlines Co.,Delayed,557
2010,12,2010-12,AA,American Airlines Inc.,On Time,355
2010,12,2010-12,AA,American Airlines Inc.,Delayed,74
2010,12,2010-12,AS,Alaska Airlines Inc.,On Time,239
2010,12,2010-12,AS,Alaska Airlines Inc.,Delayed,81
2010,12,2010-12,B6,JetBlue Airways,On Time,60
2010,12,2010-12,B6,JetBlue Airways,Delayed,30
2010,12,2010-12,CO,Continental Air Lines Inc.,On Time,227
2010,12,2010-12,CO,Continental Air Lines Inc.,Delayed,100
2010,12,2010-12,DL,Delta Air Lines Inc.,On Time,334
2010,12,2010-12,DL,Delta Air Lines Inc.,Delayed,147
2010,12,2010-12,F9,Frontier Airlines Inc.,On Time,90
2010,12,2010-12,F9,Frontier Airlines Inc.,Delayed,41
2010,12,2010-12,HA,Hawaiian Airlines Inc.,On Time,29
2010,12,2010-12,HA,Hawaiian Airlines Inc.,Delayed,2
2010,12,2010-12,MQ,American Eagle Airlines Inc.,On Time,287
2010,12,2010-12,MQ,American Eagle Airlines Inc.,Delayed,75
2010,12,2010-12,OO,SkyWest Airlines Inc.,On Time,398
2010,12,2010-12,OO,SkyWest Airlines Inc.,Delayed,219
2010,12,2010-12,UA,United Air Lines Inc.,On Time,489
2010,12,2010-12,UA,United Air Lines Inc.,Delayed,89
2010,12,2010-12,US,US Airways Inc.,On Time,229
2010,12,2010-12,US,US Airways Inc.,Delayed,85
2010,12,2010-12,WN,Southwest Airlines Co.,On Time,1694
2010,12,2010-12,WN,Southwest Airlines Co.,Delayed,998
2011,1,2011-01,AA,American Airlines Inc.,On Time,351
2011,1,2011-01,AA,American Airlines Inc.,Delayed,82
2011,1,2011-01,AS,Alaska Airlines Inc.,On Time,289
2011,1,2011-01,AS,Alaska Airlines Inc.,Delayed,42
2011,1,2011-01,B6,JetBlue Airways,On Time,60
2011,1,2011-01,B6,JetBlue Airways,Delayed,24
2011,1,2011-01,CO,Continental Air Lines Inc.,On Time,201
2011,1,2011-01,CO,Continental Air Lines Inc.,Delayed,64
2011,1,2011-01,DL,Delta Air Lines Inc.,On Time,344
2011,1,2011-01,DL,Delta Air Lines Inc.,Delayed,95
2011,1,2011-01,F9,Frontier Airlines Inc.,On Time,91
2011,1,2011-01,F9,Frontier Airlines Inc.,Delayed,27
2011,1,2011-01,HA,Hawaiian Airlines Inc.,On Time,14
2011,1,2011-01,HA,Hawaiian Airlines Inc.,Delayed,17
2011,1,2011-01,MQ,American Eagle Airlines Inc.,On Time,326
2011,1,2011-01,MQ,American Eagle Airlines Inc.,Delayed,36
2011,1,2011-01,OO,SkyWest Airlines Inc.,On Time,526
2011,1,2011-01,OO,SkyWest Airlines Inc.,Delayed,97
2011,1,2011-01,UA,United Air Lines Inc.,On Time,520
2011,1,2011-01,UA,United Air Lines Inc.,Delayed,72
2011,1,2011-01,US,US Airways Inc.,On Time,234
2011,1,2011-01,US,US Airways Inc.,Delayed,53
2011,1,2011-01,WN,Southwest Airlines Co.,On Time,2108
2011,1,2011-01,WN,Southwest Airlines Co.,Delayed,621
2011,2,2011-02,AA,American Airlines Inc.,On Time,241
2011,2,2011-02,AA,American Airlines Inc.,Delayed,149
2011,2,2011-02,AS,Alaska Airlines Inc.,On Time,242
2011,2,2011-02,AS,Alaska Airlines Inc.,Delayed,58
2011,2,2011-02,B6,JetBlue Airways,On Time,48
2011,2,2011-02,B6,JetBlue Airways,Delayed,32
2011,2,2011-02,CO,Continental Air Lines Inc.,On Time,174
2011,2,2011-02,CO,Continental Air Lines Inc.,Delayed,65
2011,2,2011-02,DL,Delta Air Lines Inc.,On Time,302
2011,2,2011-02,DL,Delta Air Lines Inc.,Delayed,88
2011,2,2011-02,F9,Frontier Airlines Inc.,On Time,84
2011,2,2011-02,F9,Frontier Airlines Inc.,Delayed,37
2011,2,2011-02,HA,Hawaiian Airlines Inc.,On Time,19
2011,2,2011-02,HA,Hawaiian Airlines Inc.,Delayed,9
2011,2,2011-02,MQ,American Eagle Airlines Inc.,On Time,283
2011,2,2011-02,MQ,American Eagle Airlines Inc.,Delayed,45
2011,2,2011-02,OO,SkyWest Airlines Inc.,On Time,474
2011,2,2011-02,OO,SkyWest Airlines Inc.,Delayed,122
2011,2,2011-02,UA,United Air Lines Inc.,On Time,392
2011,2,2011-02,UA,United Air Lines Inc.,Delayed,117
2011,2,2011-02,US,US Airways Inc.,On Time,195
2011,2,2011-02,US,US Airways Inc.,Delayed,61
2011,2,2011-02,WN,Southwest Airlines Co.,On Time,1881
2011,2,2011-02,WN,Southwest Airlines Co.,Delayed,619
2011,3,2011-03,AA,American Airlines Inc.,On Time,330
2011,3,2011-03,AA,American Airlines Inc.,Delayed,104
2011,3,2011-03,AS,Alaska Airlines Inc.,On Time,276
2011,3,2011-03,AS,Alaska Airlines Inc.,Delayed,62
2011,3,2011-03,B6,JetBlue Airways,On Time,47
2011,3,2011-03,B6,JetBlue Airways,Delayed,33
2011,3,2011-03,CO,Continental Air Lines Inc.,On Time,212
2011,3,2011-03,CO,Continental Air Lines Inc.,Delayed,77
2011,3,2011-03,DL,Delta Air Lines Inc.,On Time,392
2011,3,2011-03,DL,Delta Air Lines Inc.,Delayed,126
