Year,Month,Carrier,Carrier Name,Type,Number of Flights
2009,8,F9,Frontier Airlines Inc.,On Time,126
2009,8,FL,AirTran Airways Corporation,Carrier Delay,3.91
2009,8,FL,AirTran Airways Corporation,Other Delay,4.09
2009,8,FL,AirTran Airways Corporation,On Time,71
2009,8,HA,Hawaiian Airlines Inc.,Carrier Delay,10
2009,8,HA,Hawaiian Airlines Inc.,Other Delay,0
2009,8,HA,Hawaiian Airlines Inc.,On Time,21
2009,8,MQ,American Eagle Airlines Inc.,Carrier Delay,19.95
2009,8,MQ,American Eagle Airlines Inc.,Other Delay,26.05
2009,8,MQ,American Eagle Airlines Inc.,On Time,547
2009,8,NW,Northwest Airlines Inc.,Carrier Delay,21.25
2009,8,NW,Northwest Airlines Inc.,Other Delay,30.75
2009,8,NW,Northwest Airlines Inc.,On Time,140
2009,8,OO,SkyWest Airlines Inc.,Carrier Delay,13.21
2009,8,OO,SkyWest Airlines Inc.,Other Delay,31.79
2009,8,OO,SkyWest Airlines Inc.,On Time,576
2009,8,UA,United Air Lines Inc.,Carrier Delay,25.99
2009,8,UA,United Air Lines Inc.,Other Delay,85.01
2009,8,UA,United Air Lines Inc.,On Time,554
2009,8,US,US Airways Inc.,Carrier Delay,20.17
2009,8,US,US Airways Inc.,Other Delay,51.83
2009,8,US,US Airways Inc.,On Time,348
2009,8,WN,Southwest Airlines Co.,Carrier Delay,134.66
2009,8,WN,Southwest Airlines Co.,Other Delay,313.34
2009,8,WN,Southwest Airlines Co.,On Time,2443
2009,9,AA,American Airlines Inc.,Carrier Delay,32.87
2009,9,AA,American Airlines Inc.,Other Delay,33.13
2009,9,AA,American Airlines Inc.,On Time,411
2009,9,AS,Alaska Airlines Inc.,Carrier Delay,12.75
2009,9,AS,Alaska Airlines Inc.,Other Delay,6.25
2009,9,AS,Alaska Airlines Inc.,On Time,275
2009,9,B6,JetBlue Airways,Carrier Delay,4.62
2009,9,B6,JetBlue Airways,Other Delay,4.38
2009,9,B6,JetBlue Airways,On Time,136
2009,9,CO,Continental Air Lines Inc.,Carrier Delay,12.54
2009,9,CO,Continental Air Lines Inc.,Other Delay,21.46
2009,9,CO,Continental Air Lines Inc.,On Time,218
2009,9,DL,Delta Air Lines Inc.,Carrier Delay,16.87
2009,9,DL,Delta Air Lines Inc.,Other Delay,31.13
2009,9,DL,Delta Air Lines Inc.,On Time,312
2009,9,F9,Frontier Airlines Inc.,Carrier Delay,1.35
2009,9,F9,Frontier Airlines Inc.,Other Delay,6.65
2009,9,F9,Frontier Airlines Inc.,On Time,128
2009,9,FL,AirTran Airways Corporation,Carrier Delay,4.73
2009,9,FL,AirTran Airways Corporation,Other Delay,8.27
2009,9,FL,AirTran Airways Corporation,On Time,24
2009,9,HA,Hawaiian Airlines Inc.,Carrier Delay,13
2009,9,HA,Hawaiian Airlines Inc.,Other Delay,0
2009,9,HA,Hawaiian Airlines Inc.,On Time,17
2009,9,MQ,American Eagle Airlines Inc.,Carrier Delay,10.75
2009,9,MQ,American Eagle Airlines Inc.,Other Delay,20.25
2009,9,MQ,American Eagle Airlines Inc.,On Time,502
2009,9,NW,Northwest Airlines Inc.,Carrier Delay,8.94
2009,9,NW,Northwest Airlines Inc.,Other Delay,8.06
2009,9,NW,Northwest Airlines Inc.,On Time,108
2009,9,OO,SkyWest Airlines Inc.,Carrier Delay,16.98
2009,9,OO,SkyWest Airlines Inc.,Other Delay,25.02
2009,9,OO,SkyWest Airlines Inc.,On Time,525
2009,9,UA,United Air Lines Inc.,Carrier Delay,14.12
2009,9,UA,United Air Lines Inc.,Other Delay,40.88
2009,9,UA,United Air Lines Inc.,On Time,552
2009,9,US,US Airways Inc.,Carrier Delay,14.73
2009,9,US,US Airways Inc.,Other Delay,25.27
2009,9,US,US Airways Inc.,On Time,340
2009,9,WN,Southwest Airlines Co.,Carrier Delay,89.3
2009,9,WN,Southwest Airlines Co.,Other Delay,179.7
2009,9,WN,Southwest Airlines Co.,On Time,2424
2009,10,AA,American Airlines Inc.,Carrier Delay,57.06
2009,10,AA,American Airlines Inc.,Other Delay,102.94
2009,10,AA,American Airlines Inc.,On Time,336
2009,10,AS,Alaska Airlines Inc.,Carrier Delay,18.15
2009,10,AS,Alaska Airlines Inc.,Other Delay,7.85
2009,10,AS,Alaska Airlines Inc.,On Time,279
2009,10,B6,JetBlue Airways,Carrier Delay,6.18
2009,10,B6,JetBlue Airways,Other Delay,34.82
2009,10,B6,JetBlue Airways,On Time,96
2009,10,CO,Continental Air Lines Inc.,Carrier Delay,28.7
2009,10,CO,Continental Air Lines Inc.,Other Delay,77.3
2009,10,CO,Continental Air Lines Inc.,On Time,165
2009,10,DL,Delta Air Lines Inc.,Carrier Delay,19.6
2009,10,DL,Delta Air Lines Inc.,Other Delay,57.4
2009,10,DL,Delta Air Lines Inc.,On Time,268
2009,10,F9,Frontier Airlines Inc.,Carrier Delay,11.75
2009,10,F9,Frontier Airlines Inc.,Other Delay,28.25
2009,10,F9,Frontier Airlines Inc.,On Time,102
2009,10,FL,AirTran Airways Corporation,Carrier Delay,1.74
2009,10,FL,AirTran Airways Corporation,Other Delay,12.26
2009,10,FL,AirTran Airways Corporation,On Time,16
2009,10,HA,Hawaiian Airlines Inc.,Carrier Delay,7
2009,10,HA,Hawaiian Airlines Inc.,Other Delay,0
2009,10,HA,Hawaiian Airlines Inc.,On Time,24
2009,10,MQ,American Eagle Airlines Inc.,Carrier Delay,24.05
2009,10,MQ,American Eagle Airlines Inc.,Other Delay,27.95
2009,10,MQ,American Eagle Airlines Inc.,On Time,501
2009,10,NW,Northwest Airlines Inc.,Carrier Delay,14.81
2009,10,NW,Northwest Airlines Inc.,Other Delay,41.19
2009,10,NW,Northwest Airlines Inc.,On Time,77
2009,10,OO,SkyWest Airlines Inc.,Carrier Delay,25.67
2009,10,OO,SkyWest Airlines Inc.,Other Delay,58.33
2009,10,OO,SkyWest Airlines Inc.,On Time,497
2009,10,UA,United Air Lines Inc.,Carrier Delay,26.69
2009,10,UA,United Air Lines Inc.,Other Delay,85.31
2009,10,UA,United Air Lines Inc.,On Time,511
2009,10,US,US Airways Inc.,Carrier Delay,10.15
2009,10,US,US Airways Inc.,Other Delay,56.85
2009,10,US,US Airways Inc.,On Time,235
2009,10,WN,Southwest Airlines Co.,Carrier Delay,181.83
2009,10,WN,Southwest Airlines Co.,Other Delay,525.17
2009,10,WN,Southwest Airlines Co.,On Time,2085
2009,10,YV,Mesa Airlines Inc.,Carrier Delay,6
2009,10,YV,Mesa Airlines Inc.,Other Delay,0
2009,10,YV,Mesa Airlines Inc.,On Time,85
2009,11,AA,American Airlines Inc.,Carrier Delay,35.32
2009,11,AA,American Airlines Inc.,Other Delay,22.68
2009,11,AA,American Airlines Inc.,On Time,388
2009,11,AS,Alaska Airlines Inc.,Carrier Delay,7.74
2009,11,AS,Alaska Airlines Inc.,Other Delay,9.26
2009,11,AS,Alaska Airlines Inc.,On Time,258
2009,11,B6,JetBlue Airways,Carrier Delay,1
2009,11,B6,JetBlue Airways,Other Delay,2
2009,11,B6,JetBlue Airways,On Time,85
2009,11,CO,Continental Air Lines Inc.,Carrier Delay,18.58
2009,11,CO,Continental Air Lines Inc.,Other Delay,9.42
2009,11,CO,Continental Air Lines Inc.,On Time,233
2009,11,DL,Delta Air Lines Inc.,Carrier Delay,3.28
2009,11,DL,Delta Air Lines Inc.,Other Delay,5.72
2009,11,DL,Delta Air Lines Inc.,On Time,291
2009,11,F9,Frontier Airlines Inc.,Carrier Delay,5.89
2009,11,F9,Frontier Airlines Inc.,Other Delay,8.11
2009,11,F9,Frontier Airlines Inc.,On Time,77
2009,11,HA,Hawaiian Airlines Inc.,Carrier Delay,4.15
2009,11,HA,Hawaiian Airlines Inc.,Other Delay,1.85
2009,11,HA,Hawaiian Airlines Inc.,On Time,24
2009,11,MQ,American Eagle Airlines Inc.,Carrier Delay,16.9
2009,11,MQ,American Eagle Airlines Inc.,Other Delay,37.1
2009,11,MQ,American Eagle Airlines Inc.,On Time,460
2009,11,NW,Northwest Airlines Inc.,Carrier Delay,4.07
2009,11,NW,Northwest Airlines Inc.,Other Delay,2.93
2009,11,NW,Northwest Airlines Inc.,On Time,154
2009,11,OO,SkyWest Airlines Inc.,Carrier Delay,28.93
2009,11,OO,SkyWest Airlines Inc.,Other Delay,38.07
2009,11,OO,SkyWest Airlines Inc.,On Time,506
2009,11,UA,United Air Lines Inc.,Carrier Delay,16.24
2009,11,UA,United Air Lines Inc.,Other Delay,23.76
2009,11,UA,United Air Lines Inc.,On Time,523
2009,11,US,US Airways Inc.,Carrier Delay,6.07
2009,11,US,US Airways Inc.,Other Delay,9.93
2009,11,US,US Airways Inc.,On Time,275
2009,11,WN,Southwest Airlines Co.,Carrier Delay,69.64
2009,11,WN,Southwest Airlines Co.,Other Delay,112.36
2009,11,WN,Southwest Airlines Co.,On Time,2508
2009,11,YV,Mesa Airlines Inc.,Carrier Delay,5
2009,11,YV,Mesa Airlines Inc.,Other Delay,2
2009,11,YV,Mesa Airlines Inc.,On Time,81
2009,12,AA,American Airlines Inc.,Carrier Delay,37.16
2009,12,AA,American Airlines Inc.,Other Delay,84.84
2009,12,AA,American Airlines Inc.,On Time,311
2009,12,AS,Alaska Airlines Inc.,Carrier Delay,7.29
2009,12,AS,Alaska Airlines Inc.,Other Delay,17.71
2009,12,AS,Alaska Airlines Inc.,On Time,256
2009,12,B6,JetBlue Airways,Carrier Delay,5.09
2009,12,B6,JetBlue Airways,Other Delay,24.91
2009,12,B6,JetBlue Airways,On Time,61
2009,12,CO,Continental Air Lines Inc.,Carrier Delay,32.49
2009,12,CO,Continental Air Lines Inc.,Other Delay,62.51
2009,12,CO,Continental Air Lines Inc.,On Time,228
2009,12,DL,Delta Air Lines Inc.,Carrier Delay,14.49
2009,12,DL,Delta Air Lines Inc.,Other Delay,44.51
2009,12,DL,Delta Air Lines Inc.,On Time,217
2009,12,F9,Frontier Airlines Inc.,Carrier Delay,6.47
2009,12,F9,Frontier Airlines Inc.,Other Delay,26.53
2009,12,F9,Frontier Airlines Inc.,On Time,55
2009,12,HA,Hawaiian Airlines Inc.,Carrier Delay,1.19
2009,12,HA,Hawaiian Airlines Inc.,Other Delay,0.81
2009,12,HA,Hawaiian Airlines Inc.,On Time,29
2009,12,MQ,American Eagle Airlines Inc.,Carrier Delay,24.55
2009,12,MQ,American Eagle Airlines Inc.,Other Delay,39.45
2009,12,MQ,American Eagle Airlines Inc.,On Time,447
2009,12,NW,Northwest Airlines Inc.,Carrier Delay,14.62
2009,12,NW,Northwest Airlines Inc.,Other Delay,19.38
2009,12,NW,Northwest Airlines Inc.,On Time,122
2009,12,OO,SkyWest Airlines Inc.,Carrier Delay,39.87
2009,12,OO,SkyWest Airlines Inc.,Other Delay,87.13
2009,12,OO,SkyWest Airlines Inc.,On Time,470
2009,12,UA,United Air Lines Inc.,Carrier Delay,28.15
2009,12,UA,United Air Lines Inc.,Other Delay,94.85
2009,12,UA,United Air Lines Inc.,On Time,459
2009,12,US,US Airways Inc.,Carrier Delay,15
2009,12,US,US Airways Inc.,Other Delay,78
2009,12,US,US Airways Inc.,On Time,232
2009,12,WN,Southwest Airlines Co.,Carrier Delay,192.19
2009,12,WN,Southwest Airlines Co.,Other Delay,520.81
2009,12,WN,Southwest Airlines Co.,On Time,2061
2009,12,YV,Mesa Airlines Inc.,Carrier Delay,7
2009,12,YV,Mesa Airlines Inc.,Other Delay,3
2009,12,YV,Mesa Airlines Inc.,On Time,83
2010,1,AA,American Airlines Inc.,Carrier Delay,38.81
2010,1,AA,American Airlines Inc.,Other Delay,55.19
2010,1,AA,American Airlines Inc.,On Time,340
2010,1,AS,Alaska Airlines Inc.,Carrier Delay,5.57
2010,1,AS,Alaska Airlines Inc.,Other Delay,20.43
2010,1,AS,Alaska Airlines Inc.,On Time,251
2010,1,B6,JetBlue Airways,Carrier Delay,1.59
2010,1,B6,JetBlue Airways,Other Delay,7.41
2010,1,B6,JetBlue Airways,On Time,83
2010,1,CO,Continental Air Lines Inc.,Carrier Delay,12.21
2010,1,CO,Continental Air Lines Inc.,Other Delay,27.79
2010,1,CO,Continental Air Lines Inc.,On Time,234
2010,1,DL,Delta Air Lines Inc.,Carrier Delay,20
2010,1,DL,Delta Air Lines Inc.,Other Delay,37
2010,1,DL,Delta Air Lines Inc.,On Time,329
2010,1,F9,Frontier Airlines Inc.,Carrier Delay,2.81
2010,1,F9,Frontier Airlines Inc.,Other Delay,5.19
2010,1,F9,Frontier Airlines Inc.,On Time,78
2010,1,HA,Hawaiian Airlines Inc.,Carrier Delay,3.45
2010,1,HA,Hawaiian Airlines Inc.,Other Delay,2.55
2010,1,HA,Hawaiian Airlines Inc.,On Time,25
2010,1,MQ,American Eagle Airlines Inc.,Carrier Delay,17.47
2010,1,MQ,American Eagle Airlines Inc.,Other Delay,43.53
2010,1,MQ,American Eagle Airlines Inc.,On Time,451
2010,1,OO,SkyWest Airlines Inc.,Carrier Delay,43.48
2010,1,OO,SkyWest Airlines Inc.,Other Delay,74.52
2010,1,OO,SkyWest Airlines Inc.,On Time,508
2010,1,UA,United Air Lines Inc.,Carrier Delay,20.49
2010,1,UA,United Air Lines Inc.,Other Delay,50.51
2010,1,UA,United Air Lines Inc.,On Time,510
2010,1,US,US Airways Inc.,Carrier Delay,17.39
2010,1,US,US Airways Inc.,Other Delay,34.61
2010,1,US,US Airways Inc.,On Time,231
2010,1,WN,Southwest Airlines Co.,Carrier Delay,123.56
2010,1,WN,Southwest Airlines Co.,Other Delay,297.44
2010,1,WN,Southwest Airlines Co.,On Time,2327
2010,1,YV,Mesa Airlines Inc.,Carrier Delay,0
2010,1,YV,Mesa Airlines Inc.,Other Delay,0
2010,1,YV,Mesa Airlines Inc.,On Time,8
2010,2,AA,American Airlines Inc.,Carrier Delay,46.29
2010,2,AA,American Airlines Inc.,Other Delay,35.71
2010,2,AA,American Airlines Inc.,On Time,309
2010,2,AS,Alaska Airlines Inc.,Carrier Delay,5.67
2010,2,AS,Alaska Airlines Inc.,Other Delay,13.33
2010,2,AS,Alaska Airlines Inc.,On Time,229
2010,2,B6,JetBlue Airways,Carrier Delay,4.4
2010,2,B6,JetBlue Airways,Other Delay,6.6
2010,2,B6,JetBlue Airways,On Time,70
2010,2,CO,Continental Air Lines Inc.,Carrier Delay,22.36
2010,2,CO,Continental Air Lines Inc.,Other Delay,42.64
2010,2,CO,Continental Air Lines Inc.,On Time,182
2010,2,DL,Delta Air Lines Inc.,Carrier Delay,32.22
2010,2,DL,Delta Air Lines Inc.,Other Delay,24.78
2010,2,DL,Delta Air Lines Inc.,On Time,333
2010,2,F9,Frontier Airlines Inc.,Carrier Delay,4.34
2010,2,F9,Frontier Airlines Inc.,Other Delay,11.66
2010,2,F9,Frontier Airlines Inc.,On Time,64
2010,2,HA,Hawaiian Airlines Inc.,Carrier Delay,3.8
2010,2,HA,Hawaiian Airlines Inc.,Other Delay,1.2
2010,2,HA,Hawaiian Airlines Inc.,On Time,23
2010,2,MQ,American Eagle Airlines Inc.,Carrier Delay,13.95
2010,2,MQ,American Eagle Airlines Inc.,Other Delay,28.05
2010,2,MQ,American Eagle Airlines Inc.,On Time,422
2010,2,OO,SkyWest Airlines Inc.,Carrier Delay,36.22
2010,2,OO,SkyWest Airlines Inc.,Other Delay,58.78
2010,2,OO,SkyWest Airlines Inc.,On Time,529
2010,2,UA,United Air Lines Inc.,Carrier Delay,19.96
2010,2,UA,United Air Lines Inc.,Other Delay,51.04
2010,2,UA,United Air Lines Inc.,On Time,449
2010,2,US,US Airways Inc.,Carrier Delay,5.31
2010,2,US,US Airways Inc.,Other Delay,24.69
2010,2,US,US Airways Inc.,On Time,221
2010,2,WN,Southwest Airlines Co.,Carrier Delay,99.36
2010,2,WN,Southwest Airlines Co.,Other Delay,233.64
2010,2,WN,Southwest Airlines Co.,On Time,2186
2010,3,AA,American Airlines Inc.,Carrier Delay,23.74
2010,3,AA,American Airlines Inc.,Other Delay,45.26
2010,3,AA,American Airlines Inc.,On Time,365
2010,3,AS,Alaska Airlines Inc.,Carrier Delay,15.76
2010,3,AS,Alaska Airlines Inc.,Other Delay,12.24
2010,3,AS,Alaska Airlines Inc.,On Time,265
2010,3,B6,JetBlue Airways,Carrier Delay,7.09
2010,3,B6,JetBlue Airways,Other Delay,0.91
2010,3,B6,JetBlue Airways,On Time,81
2010,3,CO,Continental Air Lines Inc.,Carrier Delay,19.39
2010,3,CO,Continental Air Lines Inc.,Other Delay,47.61
2010,3,CO,Continental Air Lines Inc.,On Time,206
2010,3,DL,Delta Air Lines Inc.,Carrier Delay,23.54
2010,3,DL,Delta Air Lines Inc.,Other Delay,24.46
2010,3,DL,Delta Air Lines Inc.,On Time,417
2010,3,F9,Frontier Airlines Inc.,Carrier Delay,4.64
2010,3,F9,Frontier Airlines Inc.,Other Delay,18.36
2010,3,F9,Frontier Airlines Inc.,On Time,65
2010,3,HA,Hawaiian Airlines Inc.,Carrier Delay,4.17
2010,3,HA,Hawaiian Airlines Inc.,Other Delay,0.83
2010,3,HA,Hawaiian Airlines Inc.,On Time,26
2010,3,MQ,American Eagle Airlines Inc.,Carrier Delay,10.58
2010,3,MQ,American Eagle Airlines Inc.,Other Delay,8.42
2010,3,MQ,American Eagle Airlines Inc.,On Time,496
2010,3,OO,SkyWest Airlines Inc.,Carrier Delay,29.7
2010,3,OO,SkyWest Airlines Inc.,Other Delay,71.3
2010,3,OO,SkyWest Airlines Inc.,On Time,624
2010,3,UA,United Air Lines Inc.,Carrier Delay,19.32
2010,3,UA,United Air Lines Inc.,Other Delay,54.68
2010,3,UA,United Air Lines Inc.,On Time,505
2010,3,US,US Airways Inc.,Carrier Delay,5.85
2010,3,US,US Airways Inc.,Other Delay,22.15
2010,3,US,US Airways Inc.,On Time,251
2010,3,WN,Southwest Airlines Co.,Carrier Delay,150.2
2010,3,WN,Southwest Airlines Co.,Other Delay,325.8
2010,3,WN,Southwest Airlines Co.,On Time,2366
2010,3,YV,Mesa Airlines Inc.,Carrier Delay,1
2010,3,YV,Mesa Airlines Inc.,Other Delay,0
2010,3,YV,Mesa Airlines Inc.,On Time,1
2010,4,AA,American Airlines Inc.,Carrier Delay,29.73
2010,4,AA,American Airlines Inc.,Other Delay,34.27
2010,4,AA,American Airlines Inc.,On Time,356
2010,4,AS,Alaska Airlines Inc.,Carrier Delay,2.48
2010,4,AS,Alaska Airlines Inc.,Other Delay,7.52
2010,4,AS,Alaska Airlines Inc.,On Time,286
2010,4,B6,JetBlue Airways,Carrier Delay,4.18
2010,4,B6,JetBlue Airways,Other Delay,5.82
2010,4,B6,JetBlue Airways,On Time,76
2010,4,CO,Continental Air Lines Inc.,Carrier Delay,24.14
2010,4,CO,Continental Air Lines Inc.,Other Delay,26.86
2010,4,CO,Continental Air Lines Inc.,On Time,220
2010,4,DL,Delta Air Lines Inc.,Carrier Delay,26.61
2010,4,DL,Delta Air Lines Inc.,Other Delay,61.39
2010,4,DL,Delta Air Lines Inc.,On Time,437
2010,4,F9,Frontier Airlines Inc.,Carrier Delay,6.56
2010,4,F9,Frontier Airlines Inc.,Other Delay,8.44
2010,4,F9,Frontier Airlines Inc.,On Time,91
2010,4,HA,Hawaiian Airlines Inc.,Carrier Delay,8
2010,4,HA,Hawaiian Airlines Inc.,Other Delay,0
2010,4,HA,Hawaiian Airlines Inc.,On Time,22
2010,4,MQ,American Eagle Airlines Inc.,Carrier Delay,12.67
2010,4,MQ,American Eagle Airlines Inc.,Other Delay,21.33
2010,4,MQ,American Eagle Airlines Inc.,On Time,464
2010,4,OO,SkyWest Airlines Inc.,Carrier Delay,26.81
2010,4,OO,SkyWest Airlines Inc.,Other Delay,55.19
2010,4,OO,SkyWest Airlines Inc.,On Time,548
2010,4,UA,United Air Lines Inc.,Carrier Delay,21.96
2010,4,UA,United Air Lines Inc.,Other Delay,53.04
2010,4,UA,United Air Lines Inc.,On Time,506
2010,4,US,US Airways Inc.,Carrier Delay,15.17
2010,4,US,US Airways Inc.,Other Delay,16.83
2010,4,US,US Airways Inc.,On Time,257
2010,4,WN,Southwest Airlines Co.,Carrier Delay,147.33
2010,4,WN,Southwest Airlines Co.,Other Delay,310.67
2010,4,WN,Southwest Airlines Co.,On Time,2300
2010,4,YV,Mesa Airlines Inc.,Carrier Delay,2
2010,4,YV,Mesa Airlines Inc.,Other Delay,0
2010,4,YV,Mesa Airlines Inc.,On Time,1
2010,5,AA,American Airlines Inc.,Carrier Delay,34.79
2010,5,AA,American Airlines Inc.,Other Delay,74.21
2010,5,AA,American Airlines Inc.,On Time,323
2010,5,AS,Alaska Airlines Inc.,Carrier Delay,10.72
2010,5,AS,Alaska Airlines Inc.,Other Delay,9.28
2010,5,AS,Alaska Airlines Inc.,On Time,285
2010,5,B6,JetBlue Airways,Carrier Delay,4.21
2010,5,B6,JetBlue Airways,Other Delay,13.79
2010,5,B6,JetBlue Airways,On Time,102
2010,5,CO,Continental Air Lines Inc.,Carrier Delay,19.3
2010,5,CO,Continental Air Lines Inc.,Other Delay,35.7
2010,5,CO,Continental Air Lines Inc.,On Time,218
2010,5,DL,Delta Air Lines Inc.,Carrier Delay,48.2
2010,5,DL,Delta Air Lines Inc.,Other Delay,89.8
2010,5,DL,Delta Air Lines Inc.,On Time,483
2010,5,F9,Frontier Airlines Inc.,Carrier Delay,8.23
2010,5,F9,Frontier Airlines Inc.,Other Delay,21.77
2010,5,F9,Frontier Airlines Inc.,On Time,123
2010,5,FL,AirTran Airways Corporation,Carrier Delay,0
2010,5,FL,AirTran Airways Corporation,Other Delay,1
2010,5,FL,AirTran Airways Corporation,On Time,9
2010,5,HA,Hawaiian Airlines Inc.,Carrier Delay,16
2010,5,HA,Hawaiian Airlines Inc.,Other Delay,0
2010,5,HA,Hawaiian Airlines Inc.,On Time,15
2010,5,MQ,American Eagle Airlines Inc.,Carrier Delay,21.62
2010,5,MQ,American Eagle Airlines Inc.,Other Delay,17.38
2010,5,MQ,American Eagle Airlines Inc.,On Time,471
2010,5,OO,SkyWest Airlines Inc.,Carrier Delay,27.26
2010,5,OO,SkyWest Airlines Inc.,Other Delay,35.74
2010,5,OO,SkyWest Airlines Inc.,On Time,586
2010,5,UA,United Air Lines Inc.,Carrier Delay,28.33
2010,5,UA,United Air Lines Inc.,Other Delay,64.67
2010,5,UA,United Air Lines Inc.,On Time,518
2010,5,US,US Airways Inc.,Carrier Delay,7.05
2010,5,US,US Airways Inc.,Other Delay,36.95
2010,5,US,US Airways Inc.,On Time,291
2010,5,WN,Southwest Airlines Co.,Carrier Delay,143.75
2010,5,WN,Southwest Airlines Co.,Other Delay,414.25
2010,5,WN,Southwest Airlines Co.,On Time,2328
2010,5,YV,Mesa Airlines Inc.,Carrier Delay,1
2010,5,YV,Mesa Airlines Inc.,Other Delay,0
2010,5,YV,Mesa Airlines Inc.,On Time,16
2010,6,AA,American Airlines Inc.,Carrier Delay,33.5
2010,6,AA,American Airlines Inc.,Other Delay,84.5
2010,6,AA,American Airlines Inc.,On Time,302
2010,6,AS,Alaska Airlines Inc.,Carrier Delay,9.94
2010,6,AS,Alaska Airlines Inc.,Other Delay,10.06
2010,6,AS,Alaska Airlines Inc.,On Time,279
2010,6,B6,JetBlue Airways,Carrier Delay,2.93
2010,6,B6,JetBlue Airways,Other Delay,6.07
2010,6,B6,JetBlue Airways,On Time,109
2010,6,CO,Continental Air Lines Inc.,Carrier Delay,21.64
2010,6,CO,Continental Air Lines Inc.,Other Delay,37.36
2010,6,CO,Continental Air Lines Inc.,On Time,266
2010,6,DL,Delta Air Lines Inc.,Carrier Delay,87.22
2010,6,DL,Delta Air Lines Inc.,Other Delay,114.78
2010,6,DL,Delta Air Lines Inc.,On Time,469
2010,6,F9,Frontier Airlines Inc.,Carrier Delay,12.6
2010,6,F9,Frontier Airlines Inc.,Other Delay,18.4
2010,6,F9,Frontier Airlines Inc.,On Time,146
2010,6,FL,AirTran Airways Corporation,Carrier Delay,3.83
2010,6,FL,AirTran Airways Corporation,Other Delay,15.17
2010,6,FL,AirTran Airways Corporation,On Time,41
2010,6,HA,Hawaiian Airlines Inc.,Carrier Delay,11.31
2010,6,HA,Hawaiian Airlines Inc.,Other Delay,0.69
2010,6,HA,Hawaiian Airlines Inc.,On Time,32
2010,6,MQ,American Eagle Airlines Inc.,Carrier Delay,12.79
2010,6,MQ,American Eagle Airlines Inc.,Other Delay,29.21
2010,6,MQ,American Eagle Airlines Inc.,On Time,375
2010,6,OO,SkyWest Airlines Inc.,Carrier Delay,33.36
2010,6,OO,SkyWest Airlines Inc.,Other Delay,72.64
2010,6,OO,SkyWest Airlines Inc.,On Time,554
2010,6,UA,United Air Lines Inc.,Carrier Delay,27.73
2010,6,UA,United Air Lines Inc.,Other Delay,89.27
2010,6,UA,United Air Lines Inc.,On Time,447
2010,6,US,US Airways Inc.,Carrier Delay,23.41
2010,6,US,US Airways Inc.,Other Delay,38.59
2010,6,US,US Airways Inc.,On Time,268
2010,6,WN,Southwest Airlines Co.,Carrier Delay,152.06
2010,6,WN,Southwest Airlines Co.,Other Delay,352.94
2010,6,WN,Southwest Airlines Co.,On Time,2361
2010,6,YV,Mesa Airlines Inc.,Carrier Delay,0
2010,6,YV,Mesa Airlines Inc.,Other Delay,2
2010,6,YV,Mesa Airlines Inc.,On Time,28
2010,7,AA,American Airlines Inc.,Carrier Delay,48.09
2010,7,AA,American Airlines Inc.,Other Delay,66.91
2010,7,AA,American Airlines Inc.,On Time,316
2010,7,AS,Alaska Airlines Inc.,Carrier Delay,13.8
2010,7,AS,Alaska Airlines Inc.,Other Delay,4.2
2010,7,AS,Alaska Airlines Inc.,On Time,292
2010,7,B6,JetBlue Airways,Carrier Delay,11.16
2010,7,B6,JetBlue Airways,Other Delay,14.84
2010,7,B6,JetBlue Airways,On Time,98
2010,7,CO,Continental Air Lines Inc.,Carrier Delay,21.7
2010,7,CO,Continental Air Lines Inc.,Other Delay,41.3
2010,7,CO,Continental Air Lines Inc.,On Time,296
2010,7,DL,Delta Air Lines Inc.,Carrier Delay,87.33
2010,7,DL,Delta Air Lines Inc.,Other Delay,79.67
2010,7,DL,Delta Air Lines Inc.,On Time,517
2010,7,F9,Frontier Airlines Inc.,Carrier Delay,10.15
2010,7,F9,Frontier Airlines Inc.,Other Delay,17.85
2010,7,F9,Frontier Airlines Inc.,On Time,156
2010,7,FL,AirTran Airways Corporation,Carrier Delay,4
2010,7,FL,AirTran Airways Corporation,Other Delay,9
2010,7,FL,AirTran Airways Corporation,On Time,49
2010,7,HA,Hawaiian Airlines Inc.,Carrier Delay,2.98
2010,7,HA,Hawaiian Airlines Inc.,Other Delay,0.02
2010,7,HA,Hawaiian Airlines Inc.,On Time,59
2010,7,MQ,American Eagle Airlines Inc.,Carrier Delay,18.23
2010,7,MQ,American Eagle Airlines Inc.,Other Delay,30.77
2010,7,MQ,American Eagle Airlines Inc.,On Time,344
2010,7,OO,SkyWest Airlines Inc.,Carrier Delay,42.77
2010,7,OO,SkyWest Airlines Inc.,Other Delay,96.23
2010,7,OO,SkyWest Airlines Inc.,On Time,518
2010,7,UA,United Air Lines Inc.,Carrier Delay,19.3
2010,7,UA,United Air Lines Inc.,Other Delay,67.7
2010,7,UA,United Air Lines Inc.,On Time,495
2010,7,US,US Airways Inc.,Carrier Delay,18.23
2010,7,US,US Airways Inc.,Other Delay,37.77
2010,7,US,US Airways Inc.,On Time,290
2010,7,WN,Southwest Airlines Co.,Carrier Delay,187.33
2010,7,WN,Southwest Airlines Co.,Other Delay,351.67
2010,7,WN,Southwest Airlines Co.,On Time,2370
2010,7,YV,Mesa Airlines Inc.,Carrier Delay,2.17
2010,7,YV,Mesa Airlines Inc.,Other Delay,0.83
